k,seed,c_v,c_npmi,c_umass,topic_diversity,mean_top20_jaccard,mean_cosine_redundancy,mean_js_distance_redundancy,n_topics_0_studies,n_topics_1_study,n_topics_lt3_studies,n_topics_lt5_studies,margin_mean,prop_conf_lt_0.40,prop_conf_0.40_0.60,prop_conf_gt_0.60,model_path
4,17,0.336799738995188,-0.035748787565138794,-0.5393850604473861,0.775,0.0989923621502569,0.42894069850444794,0.5449330424605026,0,0,0,0,0.6297860627908615,0.030303030303030304,0.19696969696969696,0.7727272727272727,models\fulltext\k04_seed17.model
4,18,0.34119055545578614,-0.044884699165977426,-0.5873007264833624,0.8125,0.07351457196658436,0.3713064466913541,0.5561822864408307,0,0,0,0,0.6803719088179467,0.0,0.13636363636363635,0.8636363636363636,models\fulltext\k04_seed18.model
4,19,0.3715128181189512,-0.044911008663812105,-0.5954891196837468,0.8625,0.052874737085263405,0.34557930876811344,0.5712327265602509,0,0,0,0,0.6798180407576265,0.030303030303030304,0.16666666666666666,0.803030303030303,models\fulltext\k04_seed19.model
5,0,0.4085625774221544,-0.024743159534116172,-0.6252381319300053,0.82,0.053227316385211124,0.3028364390134811,0.6040661618478688,0,0,0,0,0.617843258901413,0.030303030303030304,0.16666666666666666,0.803030303030303,models\fulltext\k05_seed00.model
5,1,0.34327950712867467,-0.06499721126176537,-0.7490263202798776,0.84,0.05022431338220812,0.3181626990437508,0.590754978313941,0,0,0,0,0.6590703208124096,0.045454545454545456,0.13636363636363635,0.8181818181818182,models\fulltext\k05_seed01.model
5,2,0.4098013281743575,-0.0407588896939602,-0.8252462714806755,0.88,0.035312640575798464,0.2678120985627174,0.6118305366958332,0,0,0,0,0.6378959653083202,0.0,0.16666666666666666,0.8333333333333334,models\fulltext\k05_seed02.model
5,3,0.3715238151612404,-0.041386837422096916,-0.6284437812152268,0.79,0.06360917413548993,0.3178993135690689,0.5970349629137276,0,0,0,1,0.6754269702074094,0.0,0.13636363636363635,0.8636363636363636,models\fulltext\k05_seed03.model
5,4,0.3744781877051316,-0.04902520435884165,-0.8615384968762682,0.84,0.044534412955465584,0.2835471570491791,0.5974508313042551,0,0,0,0,0.5798849255205355,0.030303030303030304,0.22727272727272727,0.7424242424242424,models\fulltext\k05_seed04.model
5,5,0.27992113802304197,-0.08837574843660159,-0.7554364429483346,0.83,0.05875916402232191,0.3453575700521469,0.5724622126582297,0,0,0,0,0.6193994182529312,0.015151515151515152,0.18181818181818182,0.803030303030303,models\fulltext\k05_seed05.model
5,6,0.31340470388758074,-0.0663230130484715,-0.6920929135250893,0.78,0.08039022590106182,0.41621347069740294,0.5842518193694665,0,0,0,0,0.6120341274570433,0.030303030303030304,0.24242424242424243,0.7272727272727273,models\fulltext\k05_seed06.model
5,7,0.38072846396509274,-0.04115711122144784,-0.7259760396054854,0.86,0.04468030783820257,0.3459066927433014,0.6021494458825173,0,0,0,0,0.5915777853097924,0.06060606060606061,0.18181818181818182,0.7575757575757576,models\fulltext\k05_seed07.model
5,8,0.3664809414755369,-0.04373916574970226,-0.6115477116346383,0.87,0.03686398949556845,0.3179103687405586,0.5998376236536145,0,0,0,0,0.6064390857235953,0.0,0.15151515151515152,0.8484848484848485,models\fulltext\k05_seed08.model
5,9,0.30721006149289254,-0.06103150857636117,-0.6738094586698841,0.82,0.06344516870832659,0.33863151669502256,0.5832033098352833,0,0,0,0,0.6148582032917396,0.030303030303030304,0.19696969696969696,0.7727272727272727,models\fulltext\k05_seed09.model
5,10,0.3561238348379995,-0.056220623008760476,-0.6448427264601466,0.84,0.048720553983711876,0.2606684222817421,0.5915108495714814,0,0,0,0,0.6430469370985024,0.0,0.15151515151515152,0.8484848484848485,models\fulltext\k05_seed10.model
5,11,0.34186014736464,-0.05646787738741329,-0.6750450192531512,0.85,0.04509610825400299,0.2644429236650467,0.5960585882938825,0,0,0,0,0.6011615726128543,0.0,0.24242424242424243,0.7575757575757576,models\fulltext\k05_seed11.model
5,12,0.3505887509809078,-0.052899852925726035,-0.6328412717671537,0.8,0.06542447595079173,0.3279896542429924,0.593755394643954,0,0,0,0,0.6381867169049352,0.015151515151515152,0.18181818181818182,0.803030303030303,models\fulltext\k05_seed12.model
