,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.5168938882387624,0.4937028344564552,0.5262308015220465,0.5158291847310991,0.5006101107786408,0.5182795292426765,0.5264816400498502,0.5263324059283282,0.5141450601661753,0.46093228098787964,0.5160168735288558,0.5043082058824853,0.48795506096790253,0.55855379977239,0.5036075357562233,0.5520727380993283,0.5134071431213443,0.498632107320112,0.5094601213428657
1,0.5168938882387624,0.0,0.5107087742948733,0.540348836849411,0.49830878985684635,0.4928775681092078,0.4739762357109076,0.5140600762170975,0.5257384091856117,0.49652500109399517,0.4595463692625249,0.5092281304915971,0.505225299986745,0.4995845949759689,0.5008446080545741,0.5034056067871694,0.5051116398804202,0.5186619190014514,0.5097981199902833,0.5008882452707623
2,0.4937028344564552,0.5107087742948733,0.0,0.5407346683931306,0.5290446093982749,0.5218491463796471,0.5260862936552736,0.5100262997181944,0.5242327364040429,0.5081486955645362,0.4958558905013497,0.5066092216801034,0.5075238647437796,0.5015219613723791,0.520140041099327,0.49927032196105875,0.5086414393647074,0.5374660384578817,0.5207553000925682,0.5178169425027715
3,0.5262308015220465,0.540348836849411,0.5407346683931306,0.0,0.5064691342025038,0.48937387603543997,0.5030728181194557,0.5204379573817234,0.5380645048754918,0.5191384911193907,0.49556657764159406,0.5249601995240837,0.5138062407721778,0.49859754178446813,0.5113192800267716,0.5200798671306839,0.479108576921458,0.5716237515019114,0.509506394976253,0.5140510470404336
4,0.5158291847310991,0.49830878985684635,0.5290446093982749,0.5064691342025038,0.0,0.47776710751768126,0.48686865739696555,0.5150622626752358,0.4857996717869876,0.5215432117298194,0.5218516378655577,0.4773351788449144,0.47945897520040226,0.49525079957383444,0.4950556569572208,0.4807738832793401,0.48345831864301736,0.5224603419618317,0.5116413877384055,0.5119107456493699
5,0.5006101107786408,0.4928775681092078,0.5218491463796471,0.48937387603543997,0.47776710751768126,0.0,0.5067883726732956,0.5261443828464731,0.5065636327710726,0.5275229499267167,0.4591640105809193,0.5170279947465815,0.4925323142956693,0.5264572514634052,0.49163952704209374,0.5100308776143754,0.48396497376112213,0.5026165608802817,0.5030475109928132,0.5231746565406972
6,0.5182795292426765,0.4739762357109076,0.5260862936552736,0.5030728181194557,0.48686865739696555,0.5067883726732956,0.0,0.5058070444868276,0.5357474658232324,0.5022379604286015,0.48776242749664794,0.5209492883345133,0.5039631220038037,0.5013800910184666,0.5531951102679368,0.5106506955220527,0.49953887288577226,0.521602815488106,0.525658026314227,0.45872229360041633
7,0.5264816400498502,0.5140600762170975,0.5100262997181944,0.5204379573817234,0.5150622626752358,0.5261443828464731,0.5058070444868276,0.0,0.5125758131166864,0.5271301448474714,0.5119113381702568,0.5209695376607597,0.5259555171943421,0.5361993550885388,0.523767780405983,0.5087426485788438,0.5284985579478912,0.5529976704340184,0.5180341938041801,0.5564633397902102
8,0.5263324059283282,0.5257384091856117,0.5242327364040429,0.5380645048754918,0.4857996717869876,0.5065636327710726,0.5357474658232324,0.5125758131166864,0.0,0.5366936411700962,0.4916373398533841,0.5156803138243584,0.48490079741827335,0.5116264620280727,0.5039823304000457,0.4989228161968156,0.4923750578477797,0.5023863218072664,0.4942753040632208,0.515506935073817
9,0.5141450601661753,0.49652500109399517,0.5081486955645362,0.5191384911193907,0.5215432117298194,0.5275229499267167,0.5022379604286015,0.5271301448474714,0.5366936411700962,0.0,0.4525029345876709,0.5260457951653621,0.48592042564793697,0.5147329212000589,0.4821285753263101,0.5144413285585103,0.4663134029766848,0.5155235714614819,0.514831769769152,0.5186885248886115
10,0.46093228098787964,0.4595463692625249,0.4958558905013497,0.49556657764159406,0.5218516378655577,0.4591640105809193,0.48776242749664794,0.5119113381702568,0.4916373398533841,0.4525029345876709,0.0,0.48845327755766516,0.4912969871220031,0.51493863764756,0.5078098793290989,0.4731174091189866,0.5013167328000105,0.5520183016301835,0.5468293579428257,0.47523763887258325
11,0.5160168735288558,0.5092281304915971,0.5066092216801034,0.5249601995240837,0.4773351788449144,0.5170279947465815,0.5209492883345133,0.5209695376607597,0.5156803138243584,0.5260457951653621,0.48845327755766516,0.0,0.5184630727789158,0.5069734933290686,0.4896382735881373,0.5479274805360611,0.49813181994277816,0.5261175965155525,0.5169277357475849,0.5523044850090135
12,0.5043082058824853,0.505225299986745,0.5075238647437796,0.5138062407721778,0.47945897520040226,0.4925323142956693,0.5039631220038037,0.5259555171943421,0.48490079741827335,0.48592042564793697,0.4912969871220031,0.5184630727789158,0.0,0.4905468897872151,0.5012409261003937,0.5184695559769139,0.49478693315244604,0.4910327072868655,0.5408284574479004,0.4942926246194374
13,0.48795506096790253,0.4995845949759689,0.5015219613723791,0.49859754178446813,0.49525079957383444,0.5264572514634052,0.5013800910184666,0.5361993550885388,0.5116264620280727,0.5147329212000589,0.51493863764756,0.5069734933290686,0.4905468897872151,0.0,0.49999055493609007,0.4975668068399396,0.4978456625072212,0.5250502025156691,0.5258271179430106,0.5011754739035686
14,0.55855379977239,0.5008446080545741,0.520140041099327,0.5113192800267716,0.4950556569572208,0.49163952704209374,0.5531951102679368,0.523767780405983,0.5039823304000457,0.4821285753263101,0.5078098793290989,0.4896382735881373,0.5012409261003937,0.49999055493609007,0.0,0.5114332503416394,0.5817976782093197,0.5225373487910288,0.5077292651351784,0.4840910715822261
15,0.5036075357562233,0.5034056067871694,0.49927032196105875,0.5200798671306839,0.4807738832793401,0.5100308776143754,0.5106506955220527,0.5087426485788438,0.4989228161968156,0.5144413285585103,0.4731174091189866,0.5479274805360611,0.5184695559769139,0.4975668068399396,0.5114332503416394,0.0,0.5055371633909703,0.501049553562069,0.4952229010228112,0.5094251196911451
16,0.5520727380993283,0.5051116398804202,0.5086414393647074,0.479108576921458,0.48345831864301736,0.48396497376112213,0.49953887288577226,0.5284985579478912,0.4923750578477797,0.4663134029766848,0.5013167328000105,0.49813181994277816,0.49478693315244604,0.4978456625072212,0.5817976782093197,0.5055371633909703,0.0,0.5255283059471044,0.5037001512382406,0.530293023056477
17,0.5134071431213443,0.5186619190014514,0.5374660384578817,0.5716237515019114,0.5224603419618317,0.5026165608802817,0.521602815488106,0.5529976704340184,0.5023863218072664,0.5155235714614819,0.5520183016301835,0.5261175965155525,0.4910327072868655,0.5250502025156691,0.5225373487910288,0.501049553562069,0.5255283059471044,0.0,0.5473172078153435,0.5218904667792046
18,0.498632107320112,0.5097981199902833,0.5207553000925682,0.509506394976253,0.5116413877384055,0.5030475109928132,0.525658026314227,0.5180341938041801,0.4942753040632208,0.514831769769152,0.5468293579428257,0.5169277357475849,0.5408284574479004,0.5258271179430106,0.5077292651351784,0.4952229010228112,0.5037001512382406,0.5473172078153435,0.0,0.5034000174219662
19,0.5094601213428657,0.5008882452707623,0.5178169425027715,0.5140510470404336,0.5119107456493699,0.5231746565406972,0.45872229360041633,0.5564633397902102,0.515506935073817,0.5186885248886115,0.47523763887258325,0.5523044850090135,0.4942926246194374,0.5011754739035686,0.4840910715822261,0.5094251196911451,0.530293023056477,0.5218904667792046,0.5034000174219662,0.0
