seed,mean_structural_similarity
3,0.5182005774515681
17,0.5156351955434681
7,0.5144428917071076
15,0.5132231118297872
19,0.5119854098156492
11,0.5115308570545345
1,0.5100777289519411
9,0.5093893411888105
6,0.5093310110024826
13,0.5074427013231751
2,0.5072035704081292
5,0.5045967704710054
10,0.5043462020774484
0,0.5037103225558883
8,0.5036614924070612
4,0.5035179257741339
16,0.5034593599431804
12,0.49781693232460605
18,0.4970786181980533
14,0.49341734813133264
