seed,mean_structural_similarity
16,0.5424933303548357
17,0.5418813911419863
2,0.5380409141921557
7,0.5374337325885582
15,0.5358628909566757
13,0.5351290248466826
11,0.535023877296225
18,0.5325725147657066
10,0.5325266119077958
4,0.5321192021582677
6,0.5307330730825028
3,0.5297734091726626
0,0.5295524199860505
1,0.5289826834704069
9,0.5287172441733702
8,0.5279279573079994
14,0.5261344973088349
12,0.525330578498062
5,0.5220994353181239
19,0.5189257637289441
