no_below,no_above,k,vocab_size,total_tokens,mean_tokens_per_doc,median_tokens_per_doc,min_tokens_per_doc,max_tokens_per_doc,n_empty_docs,mean_c_v,mean_c_npmi,stability_js_similarity,mean_topic_diversity,mean_topic_redundancy_jaccard,mean_thin_topic_count_lt3,mean_zero_dominance_topic_count
4,0.95,10,2754,186683,2828.530303030303,2669.5,686,8788,0,0.3815018269924761,-0.001431685068661779,0.5868461569413952,0.603,0.09115115574418481,0.8,0.0
4,0.95,15,2754,186683,2828.530303030303,2669.5,686,8788,0,0.394560162724754,0.002996647656450786,0.5697192995405564,0.562,0.07798128478129698,4.0,0.2
4,1.0,5,2785,228192,3457.4545454545455,3179.5,931,11117,0,0.34793138712610866,0.00728906977828233,0.6718945629574608,0.588,0.21981769674458831,0.2,0.0
4,1.0,10,2785,228192,3457.4545454545455,3179.5,931,11117,0,0.3605315013090796,0.006719219111941015,0.5854719459929931,0.488,0.18403112486097706,1.4,0.2
4,1.0,15,2785,228192,3457.4545454545455,3179.5,931,11117,0,0.3742179339085941,0.010274250608691247,0.5736457831237193,0.43933333333333324,0.16817330304927788,4.4,0.6
5,0.5,5,1986,76670,1161.6666666666667,1102.5,280,3487,0,0.3205648136515404,-0.18727678476402992,0.5695587615414158,0.852,0.04345430450693608,0.0,0.0
5,0.5,10,1986,76670,1161.6666666666667,1102.5,280,3487,0,0.3449056189933282,-0.1659980207849298,0.499182822787861,0.761,0.04013664851642147,0.8,0.2
5,0.5,15,1986,76670,1161.6666666666667,1102.5,280,3487,0,0.370707674404011,-0.16515650919848296,0.4704287785747252,0.728,0.029950030250782127,2.0,0.0
5,0.6,5,2101,93927,1423.1363636363637,1337.0,336,4253,0,0.35201330333189224,-0.1199724822768197,0.6124517848802823,0.8420000000000002,0.052180867970341646,0.0,0.0
5,0.6,10,2101,93927,1423.1363636363637,1337.0,336,4253,0,0.3528045282775678,-0.12724673919463936,0.5086419214399254,0.756,0.04378703321943776,0.4,0.0
5,0.6,15,2101,93927,1423.1363636363637,1337.0,336,4253,0,0.3993242058437897,-0.11157430629102065,0.49906184185245034,0.7153333333333334,0.0351037932330823,3.8,0.2
5,0.7,5,2210,116146,1759.7878787878788,1608.5,392,5513,0,0.3463721733125348,-0.07422142171583128,0.6063015235994016,0.8,0.06301232195969039,0.0,0.0
5,0.7,10,2210,116146,1759.7878787878788,1608.5,392,5513,0,0.39214779307083364,-0.06364857302830786,0.5373764016335354,0.7189999999999999,0.04876568513307419,0.6,0.0
5,0.7,15,2210,116146,1759.7878787878788,1608.5,392,5513,0,0.41374918355492546,-0.05721543777624098,0.531131703259698,0.6666666666666667,0.04234750136710921,3.0,0.2
5,0.75,5,2251,129259,1958.469696969697,1801.5,424,6345,0,0.34020614974309576,-0.053377410990468735,0.6125720669309765,0.812,0.067512023301497,0.0,0.0
5,0.75,10,2251,129259,1958.469696969697,1801.5,424,6345,0,0.3941220489417671,-0.04377933256565923,0.5590783773460236,0.7150000000000001,0.05171437566690405,0.2,0.0
5,0.75,15,2251,129259,1958.469696969697,1801.5,424,6345,0,0.4046037054520556,-0.04536631719144273,0.5343777974836927,0.6699999999999999,0.04512913064438938,3.4,0.0
5,0.8,5,2281,137807,2087.9848484848485,1924.5,473,6649,0,0.35004165855640534,-0.04738814838212519,0.6238591115059628,0.7979999999999999,0.06811888266996625,0.0,0.0
5,0.8,10,2281,137807,2087.9848484848485,1924.5,473,6649,0,0.3858504134902033,-0.04518231002715231,0.552517865749459,0.735,0.0470078854805377,0.8,0.0
5,0.8,15,2281,137807,2087.9848484848485,1924.5,473,6649,0,0.42708949638624844,-0.02712961441918104,0.5281546862061621,0.6679999999999999,0.043171506877831514,2.6,0.2
