seed,mean_structural_similarity
17,0.5248046223662418
7,0.523224503179715
3,0.5169731876746542
18,0.5154717014092671
2,0.5147439515810713
11,0.5147241983582056
14,0.5129944714403035
0,0.5128132274680749
8,0.5106864189249781
19,0.5104627775071356
9,0.5075902318751886
6,0.5074887958141673
16,0.507264265714355
13,0.5070116252043387
15,0.5057723590455584
1,0.5043016901714846
5,0.5031133065766386
12,0.5023448903904056
4,0.5008362923689109
10,0.4940920541562475
