representation,k,rep,sampling_seed,n_sampled,js_similarity,ari,nmi,thin_topics_lt5,zero_topics,normalized_entropy,entropy_delta,wall_seconds
fulltext,2,1,1,53,0.7743,0.42511,0.33191,0,0,0.9687,-0.02533,2.0
fulltext,2,2,2,53,0.89321,0.78231,0.73447,0,0,0.95616,-0.03788,2.0
fulltext,2,3,3,53,0.88717,0.78222,0.69048,0,0,0.99974,0.00571,1.9
fulltext,2,4,4,53,0.87477,0.71541,0.61736,0,0,0.95616,-0.03788,2.0
fulltext,2,5,5,53,0.85998,0.85196,0.80133,0,0,0.9687,-0.02533,2.0
fulltext,2,6,6,53,0.80036,0.47749,0.40877,0,0,0.99974,0.00571,2.0
fulltext,2,7,7,53,0.87945,0.71552,0.62491,0,0,0.98738,-0.00665,1.9
fulltext,2,8,8,53,0.84461,0.65176,0.56663,0,0,0.9687,-0.02533,1.7
fulltext,2,9,9,53,0.88332,0.85191,0.76814,0,0,0.99974,0.00571,2.0
fulltext,2,10,10,53,0.86799,0.65155,0.55158,0,0,0.99974,0.00571,1.9
fulltext,2,11,11,53,0.83375,0.53271,0.46632,0,0,0.92446,-0.06957,1.9
fulltext,2,12,12,53,0.86551,0.65166,0.54836,0,0,0.98738,-0.00665,1.7
fulltext,2,13,13,53,0.90479,0.85191,0.76814,0,0,0.99974,0.00571,1.9
fulltext,2,14,14,53,0.88502,0.85191,0.76814,0,0,0.99974,0.00571,1.9
fulltext,2,15,15,53,0.87537,0.65183,0.6322,0,0,0.9687,-0.02533,2.1
fulltext,2,16,16,53,0.88825,0.78222,0.69048,0,0,0.99974,0.00571,2.0
fulltext,2,17,17,53,0.88028,0.85196,0.80367,0,0,0.99769,0.00366,1.9
fulltext,2,18,18,53,0.88254,0.71548,0.62613,0,0,0.99357,-0.00046,1.9
fulltext,2,19,19,53,0.84763,0.53266,0.43159,0,0,0.9791,-0.01493,2.3
fulltext,2,20,20,53,0.88094,0.78233,0.73797,0,0,0.9791,-0.01493,2.1
fulltext,2,21,21,53,0.84736,0.71556,0.62306,0,0,0.9791,-0.01493,1.9
fulltext,2,22,22,53,0.86777,0.7823,0.68629,0,0,0.9791,-0.01493,1.9
fulltext,2,23,23,53,0.89077,0.78223,0.69022,0,0,0.99769,0.00366,1.8
fulltext,2,24,24,53,0.87125,0.6516,0.5718,0,0,0.99357,-0.00046,1.8
fulltext,2,25,25,53,0.85327,0.59075,0.49339,0,0,0.99357,-0.00046,2.0
fulltext,2,26,26,53,0.87551,0.65176,0.56663,0,0,0.9687,-0.02533,1.8
fulltext,2,27,27,53,0.86392,0.78229,0.68814,0,0,0.99357,-0.00046,1.9
fulltext,2,28,28,53,0.86477,0.71554,0.62056,0,0,0.9687,-0.02533,2.0
fulltext,2,29,29,53,0.87072,0.85196,0.80367,0,0,0.98738,-0.00665,1.7
fulltext,2,30,30,53,0.84928,0.65169,0.56345,0,0,0.95616,-0.03788,2.0
fulltext,2,31,31,53,0.84861,0.92451,0.88344,0,0,0.99769,0.00366,1.9
fulltext,2,32,32,53,0.8384,0.85196,0.80367,0,0,0.98738,-0.00665,1.8
fulltext,2,33,33,53,0.90933,1.0,1.0,0,0,0.99357,-0.00046,1.9
fulltext,2,34,34,53,0.87204,0.7823,0.68629,0,0,0.9791,-0.01493,1.9
fulltext,2,35,35,53,0.87043,0.71552,0.68348,0,0,0.98738,-0.00665,1.7
fulltext,2,36,36,53,0.87697,0.92451,0.88344,0,0,0.99769,0.00366,1.9
fulltext,2,37,37,53,0.84245,0.71552,0.68348,0,0,0.99974,0.00571,1.8
fulltext,2,38,38,53,0.88955,0.85194,0.76694,0,0,0.99357,-0.00046,1.9
fulltext,2,39,39,53,0.89884,0.78229,0.73903,0,0,0.99974,0.00571,1.9
fulltext,2,40,40,53,0.85815,0.71553,0.6101,0,0,0.98738,-0.00665,1.8
fulltext,2,41,41,53,0.83836,0.59059,0.49809,0,0,0.99769,0.00366,1.8
fulltext,2,42,42,53,0.89926,0.85192,0.76774,0,0,0.99769,0.00366,1.8
fulltext,2,43,43,53,0.83244,0.65176,0.56663,0,0,0.9687,-0.02533,1.7
fulltext,2,44,44,53,0.87471,0.85197,0.80268,0,0,0.9791,-0.01493,1.7
fulltext,2,45,45,53,0.83557,0.65145,0.55946,0,0,0.94142,-0.05261,1.7
fulltext,2,46,46,53,0.87129,0.8519,0.79961,0,0,0.95616,-0.03788,1.7
fulltext,2,47,47,53,0.86508,0.85173,0.79749,0,0,0.94142,-0.05261,1.8
fulltext,2,48,48,53,0.89151,0.85197,0.80268,0,0,0.9791,-0.01493,2.0
fulltext,2,49,49,53,0.82772,0.53268,0.44078,0,0,0.95616,-0.03788,1.7
fulltext,2,50,50,53,0.86009,0.53287,0.47749,0,0,0.9687,-0.02533,1.9
fulltext,2,51,51,53,0.8114,0.53254,0.42763,0,0,0.9791,-0.01493,1.7
fulltext,2,52,52,53,0.88679,0.85197,0.80268,0,0,0.9791,-0.01493,2.0
fulltext,2,53,53,53,0.8798,0.71554,0.62056,0,0,0.9687,-0.02533,2.3
fulltext,2,54,54,53,0.86423,0.71564,0.68094,0,0,0.9687,-0.02533,2.0
fulltext,2,55,55,53,0.85922,0.71554,0.62056,0,0,0.9687,-0.02533,2.0
fulltext,2,56,56,53,0.86884,0.71556,0.62306,0,0,0.9791,-0.01493,2.2
fulltext,2,57,57,53,0.84835,0.71546,0.61328,0,0,0.99769,0.00366,2.0
fulltext,2,58,58,53,0.86854,0.6519,0.63017,0,0,0.95616,-0.03788,2.0
fulltext,2,59,59,53,0.83546,0.59035,0.50773,0,0,0.92446,-0.06957,2.0
fulltext,2,60,60,53,0.85326,0.5907,0.49576,0,0,0.98738,-0.00665,2.1
fulltext,2,61,61,53,0.85852,0.65145,0.55946,0,0,0.94142,-0.05261,2.0
fulltext,2,62,62,53,0.81328,0.65167,0.54581,0,0,0.9791,-0.01493,2.1
fulltext,2,63,63,53,0.89006,0.71565,0.67887,0,0,0.95616,-0.03788,2.0
fulltext,2,64,64,53,0.8904,1.0,1.0,0,0,0.99357,-0.00046,2.0
fulltext,2,65,65,53,0.8465,0.78223,0.69022,0,0,0.99769,0.00366,2.1
fulltext,2,66,66,53,0.88507,1.0,1.0,0,0,0.95616,-0.03788,1.8
fulltext,2,67,67,53,0.88882,0.85196,0.80367,0,0,0.98738,-0.00665,1.8
fulltext,2,68,68,53,0.87836,0.78226,0.68944,0,0,0.99769,0.00366,2.0
fulltext,2,69,69,53,0.89305,0.85192,0.76774,0,0,0.99769,0.00366,1.8
fulltext,2,70,70,53,0.86885,0.92453,0.88191,0,0,0.98738,-0.00665,2.0
fulltext,2,71,71,53,0.8642,0.85196,0.80367,0,0,0.98738,-0.00665,1.8
fulltext,2,72,72,53,0.85137,0.78226,0.68944,0,0,0.99357,-0.00046,1.9
fulltext,2,73,73,53,0.87861,0.85196,0.80367,0,0,0.98738,-0.00665,1.7
fulltext,2,74,74,53,0.87608,0.92453,0.88191,0,0,0.9791,-0.01493,1.9
fulltext,2,75,75,53,0.8665,0.78216,0.73198,0,0,0.94142,-0.05261,2.0
fulltext,2,76,76,53,0.84513,0.78207,0.68083,0,0,0.95616,-0.03788,1.8
fulltext,2,77,77,53,0.87281,0.7155,0.6075,0,0,0.9791,-0.01493,1.7
fulltext,2,78,78,53,0.8695,0.65158,0.57214,0,0,0.99769,0.00366,1.7
fulltext,2,79,79,53,0.84721,0.65167,0.54581,0,0,0.9791,-0.01493,1.9
fulltext,2,80,80,53,0.84835,0.59089,0.51641,0,0,0.95616,-0.03788,1.8
fulltext,2,81,81,53,0.84313,0.71544,0.62674,0,0,0.99769,0.00366,1.8
fulltext,2,82,82,53,0.81135,0.59061,0.4896,0,0,0.99769,0.00366,1.8
fulltext,2,83,83,53,0.82441,0.65166,0.54836,0,0,0.98738,-0.00665,1.9
fulltext,2,84,84,53,0.86405,0.85194,0.76694,0,0,0.99357,-0.00046,1.7
fulltext,2,85,85,53,0.85754,0.85196,0.76573,0,0,0.98738,-0.00665,1.9
fulltext,2,86,86,53,0.88721,0.7823,0.68629,0,0,0.9791,-0.01493,2.0
fulltext,2,87,87,53,0.83817,0.71552,0.62491,0,0,0.98738,-0.00665,1.7
fulltext,2,88,88,53,0.897,0.92452,0.88314,0,0,0.99357,-0.00046,2.0
fulltext,2,89,89,53,0.8375,0.92453,0.88191,0,0,0.98738,-0.00665,1.8
fulltext,2,90,90,53,0.83303,0.47792,0.43712,0,0,0.95616,-0.03788,1.8
fulltext,2,91,91,53,0.87592,0.8517,0.7594,0,0,0.95616,-0.03788,1.9
fulltext,2,92,92,53,0.83891,0.47775,0.43966,0,0,0.9687,-0.02533,1.9
fulltext,2,93,93,53,0.87128,0.85196,0.80133,0,0,0.9687,-0.02533,1.9
fulltext,2,94,94,53,0.89482,0.85193,0.80433,0,0,0.99974,0.00571,2.0
fulltext,2,95,95,53,0.80618,0.59089,0.51641,0,0,0.95616,-0.03788,1.8
fulltext,2,96,96,53,0.90198,0.92453,0.88263,0,0,0.99357,-0.00046,1.8
fulltext,2,97,97,53,0.8653,0.85194,0.76694,0,0,0.99357,-0.00046,1.9
fulltext,2,98,98,53,0.85423,0.71553,0.6101,0,0,0.98738,-0.00665,1.9
fulltext,2,99,99,53,0.89943,0.92445,0.87977,0,0,0.9687,-0.02533,1.8
fulltext,2,100,100,53,0.85943,0.59075,0.49339,0,0,0.9791,-0.01493,1.8
