rep,seed,n_sampled,sampled_study_ids,topic_similarity_js,ari,nmi
69,69,53,S71;S66;S70;S65;S01;S03;S06;S07;S09;S10;S11;S12;S16;S17;S18;S19;S20;S21;S23;S24;S25;S61;S26;S27;S29;S30;S31;S32;S33;S34;S35;S36;S38;S39;S40;S41;S44;S46;S62;S63;S47;S48;S49;S50;S51;S64;S52;S53;S54;S56;S57;S59;S60,0.5345975662774816,0.21442748062298217,0.45616849345831517
70,70,53,S71;S66;S70;S65;S01;S02;S03;S05;S06;S07;S09;S10;S11;S12;S13;S14;S15;S16;S18;S20;S21;S22;S23;S24;S61;S26;S28;S29;S32;S33;S34;S35;S39;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S64;S52;S53;S54;S55;S56;S57;S59;S60,0.5279102733797193,0.23886993518276153,0.50015058436644
71,71,53,S71;S66;S70;S65;S01;S02;S03;S05;S06;S07;S08;S09;S10;S14;S16;S17;S18;S19;S20;S21;S22;S24;S25;S61;S26;S27;S29;S30;S31;S33;S35;S39;S41;S43;S42;S45;S46;S62;S63;S47;S48;S49;S50;S51;S52;S53;S54;S55;S56;S57;S58;S59;S60,0.5205864224263417,0.16388568654814634,0.43237442703834733
72,72,53,S71;S66;S65;S01;S02;S05;S06;S07;S08;S09;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S24;S25;S61;S26;S27;S29;S30;S31;S32;S34;S35;S36;S38;S40;S41;S43;S42;S44;S45;S62;S47;S48;S50;S51;S64;S52;S55;S57;S58;S59;S60,0.5459729717106737,0.2625545945759318,0.47833686284397714
73,73,53,S71;S66;S70;S65;S01;S02;S03;S05;S06;S08;S09;S10;S11;S13;S14;S16;S17;S20;S22;S23;S24;S25;S61;S26;S27;S28;S29;S30;S31;S32;S33;S34;S38;S40;S41;S43;S44;S45;S46;S62;S63;S47;S48;S49;S51;S64;S52;S54;S55;S56;S57;S58;S60,0.5260540407896641,0.21380169931886805,0.4657791538308891
74,74,53,S71;S66;S70;S65;S02;S03;S05;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S24;S25;S61;S26;S27;S28;S29;S30;S31;S34;S36;S38;S40;S43;S42;S45;S46;S62;S63;S47;S49;S50;S51;S64;S54;S55;S56;S57;S59;S60,0.5436159442782491,0.24010791366906475,0.4822516719673658
75,75,53,S71;S66;S70;S01;S02;S03;S06;S07;S08;S10;S12;S13;S14;S15;S16;S17;S18;S20;S21;S22;S24;S61;S26;S27;S28;S29;S30;S31;S34;S35;S39;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S50;S51;S64;S52;S53;S54;S55;S57;S58;S59;S60,0.5265102429198883,0.35200943179721633,0.567068726949876
76,76,53,S71;S66;S70;S65;S01;S02;S05;S07;S10;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S28;S29;S31;S32;S34;S35;S36;S40;S41;S43;S42;S45;S46;S62;S63;S47;S49;S50;S51;S64;S52;S53;S54;S55;S56;S57;S59;S60,0.5323985361660629,0.3199169455466375,0.47360213978494403
77,77,53,S71;S66;S70;S65;S02;S03;S05;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S22;S23;S24;S25;S61;S26;S27;S28;S29;S30;S32;S34;S35;S36;S38;S39;S40;S43;S42;S45;S62;S48;S49;S64;S52;S54;S55;S56;S57;S58;S59;S60,0.49151518429678576,0.2241432946733325,0.4621987875244264
78,78,53,S71;S66;S70;S65;S01;S02;S03;S05;S06;S07;S09;S10;S11;S12;S13;S14;S17;S18;S19;S20;S21;S22;S23;S24;S25;S27;S29;S31;S33;S35;S36;S39;S40;S41;S43;S42;S44;S45;S46;S62;S48;S49;S50;S51;S64;S52;S53;S54;S56;S57;S58;S59;S60,0.531434420020994,0.2121810361384436,0.48454221371827483
79,79,53,S66;S70;S65;S01;S02;S03;S05;S06;S07;S08;S09;S10;S12;S13;S14;S16;S17;S18;S19;S20;S21;S22;S23;S24;S61;S26;S27;S28;S29;S30;S32;S33;S35;S36;S38;S40;S41;S43;S42;S44;S45;S46;S63;S47;S48;S51;S64;S52;S53;S55;S56;S58;S59,0.49876942361331833,0.19230032739721548,0.46514899617080513
80,80,53,S71;S66;S65;S01;S02;S06;S07;S08;S09;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S25;S61;S27;S29;S30;S31;S32;S33;S34;S36;S39;S41;S43;S42;S45;S46;S63;S47;S48;S49;S50;S51;S64;S52;S53;S54;S56;S57;S58;S59;S60,0.536739877958139,0.21673392826692434,0.4580455096343257
81,81,53,S71;S66;S70;S65;S01;S05;S06;S07;S08;S09;S11;S12;S15;S16;S17;S18;S19;S20;S22;S24;S61;S26;S27;S28;S29;S30;S31;S32;S33;S35;S36;S39;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S49;S50;S51;S53;S54;S55;S57;S58;S59;S60,0.5176867186812955,0.26380594550279557,0.47136270286348375
82,82,53,S71;S66;S70;S02;S03;S05;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S24;S25;S61;S26;S27;S28;S30;S31;S32;S34;S35;S36;S38;S39;S40;S41;S43;S42;S45;S46;S62;S63;S47;S48;S51;S52;S53;S54;S55;S57;S58;S59,0.5094264022437798,0.1346641163444,0.3763978768976969
83,83,53,S71;S66;S70;S65;S01;S02;S05;S06;S07;S08;S09;S10;S11;S12;S14;S15;S16;S17;S18;S20;S21;S22;S23;S24;S25;S61;S26;S27;S28;S29;S31;S32;S35;S38;S39;S40;S41;S43;S44;S45;S46;S48;S49;S50;S51;S64;S52;S53;S54;S55;S56;S58;S60,0.5157673539306904,0.23071429980470676,0.44589609034304445
84,84,53,S71;S70;S65;S01;S03;S05;S06;S07;S10;S11;S12;S14;S15;S16;S17;S18;S19;S21;S22;S23;S24;S25;S61;S26;S27;S28;S29;S30;S31;S32;S33;S35;S38;S39;S40;S43;S42;S44;S45;S46;S62;S47;S48;S49;S50;S51;S64;S53;S56;S57;S58;S59;S60,0.5309078200379704,0.24560242587141382,0.4700350020576927
85,85,53,S71;S66;S65;S01;S02;S05;S09;S10;S11;S12;S14;S15;S16;S18;S20;S22;S23;S24;S25;S61;S26;S27;S30;S31;S32;S33;S34;S35;S36;S38;S39;S40;S41;S43;S42;S44;S45;S46;S62;S47;S48;S49;S50;S51;S64;S52;S53;S54;S55;S56;S57;S58;S59,0.542063331962243,0.3241070226394045,0.5119147893311529
86,86,53,S71;S66;S65;S01;S02;S03;S06;S08;S09;S10;S11;S13;S16;S17;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S33;S34;S35;S36;S38;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S49;S51;S52;S53;S54;S55;S57;S58;S59;S60,0.5058638738082344,0.2809734513274336,0.45943957749418174
87,87,53,S71;S66;S65;S01;S02;S03;S05;S07;S08;S09;S10;S11;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S24;S25;S61;S26;S27;S28;S29;S31;S32;S33;S34;S36;S38;S39;S40;S43;S42;S44;S46;S62;S63;S47;S48;S64;S52;S53;S55;S56;S57;S59;S60,0.5138646004353866,0.15095502156500307,0.43248919124748003
88,88,53,S71;S65;S02;S03;S05;S06;S07;S08;S09;S10;S12;S13;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S27;S28;S30;S33;S35;S36;S38;S39;S40;S41;S43;S44;S46;S62;S63;S47;S48;S49;S50;S51;S64;S52;S54;S55;S56;S57;S59;S60,0.4975941772861073,0.23748067573561393,0.4367311903407883
89,89,53,S71;S70;S65;S01;S02;S05;S06;S07;S08;S09;S11;S12;S14;S15;S17;S18;S19;S20;S21;S23;S24;S25;S61;S26;S27;S29;S30;S32;S33;S34;S36;S39;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S50;S64;S52;S54;S55;S56;S57;S58;S59;S60,0.5091864169080751,0.21519424261774503,0.4179232676898929
90,90,53,S71;S66;S70;S65;S01;S02;S03;S05;S06;S07;S09;S10;S11;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S61;S26;S27;S28;S30;S31;S32;S33;S34;S35;S38;S39;S40;S41;S43;S42;S44;S45;S63;S47;S48;S51;S64;S53;S54;S55;S56;S57;S58;S59,0.5278234839797152,0.3418291868496023,0.547786775349527
91,91,53,S66;S70;S02;S03;S06;S08;S09;S10;S11;S13;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S27;S28;S29;S30;S31;S32;S33;S34;S35;S38;S40;S41;S43;S42;S44;S45;S46;S62;S63;S48;S49;S50;S51;S64;S52;S53;S55;S56;S57;S59,0.5163882957898316,0.2774531835205993,0.4888092410773601
92,92,53,S71;S66;S70;S65;S01;S02;S05;S06;S07;S08;S10;S13;S14;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S27;S28;S30;S31;S33;S34;S35;S36;S38;S39;S40;S41;S43;S42;S44;S45;S46;S62;S49;S51;S64;S52;S53;S54;S55;S57;S58;S59;S60,0.5284730245336692,0.25545111522918573,0.5197679071661476
93,93,53,S71;S66;S70;S65;S01;S02;S03;S05;S07;S08;S09;S10;S11;S12;S16;S17;S18;S19;S20;S21;S22;S23;S24;S27;S28;S29;S30;S32;S33;S34;S35;S36;S39;S40;S41;S43;S42;S46;S62;S63;S47;S48;S49;S50;S51;S64;S52;S53;S55;S57;S58;S59;S60,0.4814468638113926,0.2303157595257122,0.4500739955354646
94,94,53,S71;S66;S70;S01;S02;S05;S06;S08;S09;S11;S12;S13;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S32;S33;S35;S36;S38;S39;S40;S41;S43;S42;S45;S46;S62;S63;S48;S49;S50;S51;S53;S54;S55;S56;S57;S60,0.5287108722581741,0.20401686262713453,0.4609757893768247
95,95,53,S71;S66;S70;S65;S02;S03;S06;S07;S08;S09;S10;S13;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S61;S26;S27;S29;S30;S31;S32;S33;S34;S35;S36;S38;S39;S40;S41;S43;S44;S46;S62;S63;S47;S49;S50;S51;S64;S53;S54;S55;S58;S59;S60,0.5009943960891409,0.26031172905775796,0.5008237642960817
96,96,53,S71;S66;S70;S65;S01;S02;S03;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S18;S19;S20;S23;S24;S25;S61;S27;S29;S30;S31;S33;S38;S39;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S49;S50;S51;S64;S52;S53;S54;S55;S58;S59,0.5564718116026723,0.2667348448945316,0.5431384484344807
97,97,53,S66;S70;S65;S01;S03;S05;S06;S09;S10;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S27;S31;S32;S33;S35;S38;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S49;S50;S51;S64;S53;S54;S55;S56;S57;S58;S59;S60,0.4961044537140152,0.18682164104402257,0.43260967741328366
98,98,53,S71;S70;S65;S01;S02;S03;S08;S09;S10;S11;S13;S14;S15;S16;S17;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S32;S33;S34;S35;S36;S38;S39;S40;S41;S42;S44;S45;S62;S63;S47;S48;S49;S50;S52;S55;S56;S57;S58;S59;S60,0.5323655762239694,0.22631441504178273,0.45170376364925857
99,99,53,S71;S66;S70;S02;S03;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S17;S18;S19;S21;S22;S23;S24;S61;S26;S27;S28;S29;S30;S31;S32;S34;S35;S36;S38;S39;S41;S43;S42;S44;S45;S46;S63;S47;S48;S49;S51;S64;S52;S53;S55;S56;S57;S59,0.4896149647002201,0.20320983823881986,0.4439982297293882
