representation,k,rep,sampling_seed,n_sampled,js_similarity,ari,nmi,thin_topics_lt5,zero_topics,normalized_entropy,entropy_delta,wall_seconds
fulltext,3,51,51,53,0.77272,0.74431,0.71645,0,0,0.96466,-0.00734,2.2
fulltext,3,52,52,53,0.84096,0.72914,0.70853,0,0,0.91256,-0.05944,2.3
fulltext,3,53,53,53,0.85912,0.90527,0.89371,0,0,0.9865,0.0145,2.2
fulltext,3,54,54,53,0.80499,0.71303,0.70216,0,0,0.95167,-0.02034,2.3
fulltext,3,55,55,53,0.82998,0.87381,0.85906,0,0,0.97309,0.00108,2.3
fulltext,3,56,56,53,0.8191,0.83039,0.79498,0,0,0.96972,-0.00228,2.2
fulltext,3,57,57,53,0.76733,0.47194,0.48718,0,0,0.99967,0.02767,2.2
fulltext,3,58,58,53,0.82792,0.73664,0.72472,0,0,0.99585,0.02385,2.2
fulltext,3,59,59,53,0.79467,0.63316,0.61149,0,0,0.91002,-0.06198,2.1
fulltext,3,60,60,53,0.80945,0.81446,0.76422,0,0,0.97982,0.00782,2.4
fulltext,3,61,61,53,0.80057,0.73202,0.70983,0,0,0.97895,0.00695,2.2
fulltext,3,62,62,53,0.73239,0.40376,0.37445,0,0,0.99105,0.01904,2.4
fulltext,3,63,63,53,0.87161,0.84788,0.85801,0,0,0.99467,0.02267,2.5
fulltext,3,64,64,53,0.87273,0.82304,0.81919,0,0,0.97895,0.00695,2.3
fulltext,3,65,65,53,0.7727,0.57981,0.56669,0,0,0.96972,-0.00228,0.4
fulltext,3,66,66,53,0.86622,0.89232,0.86658,0,0,0.9865,0.0145,0.4
fulltext,3,67,67,53,0.79484,0.44864,0.54248,0,0,0.9865,0.0145,0.4
fulltext,3,68,68,53,0.86099,0.89211,0.86466,0,0,0.9755,0.0035,0.4
fulltext,3,69,69,53,0.86783,0.9443,0.93152,0,0,0.95167,-0.02034,0.4
fulltext,3,70,70,53,0.83006,0.69151,0.65966,0,0,0.99105,0.01904,0.4
fulltext,3,71,71,53,0.80924,0.57617,0.63733,0,0,0.96943,-0.00257,0.4
fulltext,3,72,72,53,0.79339,0.73622,0.68463,0,0,0.9755,0.0035,0.4
fulltext,3,73,73,53,0.8613,0.72705,0.69044,0,0,0.98958,0.01758,0.4
fulltext,3,74,74,53,0.8432,0.77134,0.75271,0,0,0.97895,0.00695,0.4
fulltext,3,75,75,53,0.83984,0.79283,0.77688,0,0,0.94419,-0.02782,0.4
fulltext,3,76,76,53,0.78196,0.63808,0.62982,0,0,0.95167,-0.02034,0.4
fulltext,3,77,77,53,0.86258,0.83494,0.7992,0,0,0.98326,0.01126,0.4
fulltext,3,78,78,53,0.83296,0.90063,0.89118,0,0,0.97476,0.00276,0.4
fulltext,3,79,79,53,0.78507,0.80497,0.75668,0,0,0.95787,-0.01413,0.4
fulltext,3,80,80,53,0.735,0.33247,0.40469,0,0,0.99467,0.02267,0.4
fulltext,3,81,81,53,0.76574,0.47965,0.55127,0,0,0.99105,0.01904,0.4
fulltext,3,82,82,53,0.75247,0.52395,0.4598,0,0,0.96943,-0.00257,0.4
fulltext,3,83,83,53,0.75765,0.41454,0.42397,0,0,0.98428,0.01228,0.4
fulltext,3,84,84,53,0.82781,0.58589,0.62476,0,0,0.99967,0.02767,0.4
fulltext,3,85,85,53,0.76221,0.4165,0.50193,0,0,0.94771,-0.02429,0.4
fulltext,3,86,86,53,0.87349,0.93575,0.9288,0,0,0.96972,-0.00228,0.5
fulltext,3,87,87,53,0.80897,0.77234,0.7843,0,0,0.98782,0.01581,0.4
fulltext,3,88,88,53,0.85114,0.84454,0.82481,0,0,0.96972,-0.00228,0.4
fulltext,3,89,89,53,0.7785,0.62725,0.67579,0,0,0.96943,-0.00257,0.4
fulltext,3,90,90,53,0.72444,0.35039,0.37418,0,0,0.99376,0.02176,0.4
fulltext,3,91,91,53,0.83736,0.75309,0.69594,0,0,0.9865,0.0145,0.5
fulltext,3,92,92,53,0.80301,0.61751,0.67303,0,0,0.94932,-0.02269,0.5
fulltext,3,93,93,53,0.76468,0.41266,0.39928,0,0,0.99105,0.01904,0.4
fulltext,3,94,94,53,0.86849,0.84921,0.85758,0,0,0.98958,0.01758,0.5
fulltext,3,95,95,53,0.74897,0.32642,0.34724,0,0,0.9755,0.0035,0.4
fulltext,3,96,96,53,0.8802,1.0,1.0,0,0,0.97982,0.00782,0.4
fulltext,3,97,97,53,0.82393,0.81214,0.7647,0,0,0.97309,0.00108,0.4
fulltext,3,98,98,53,0.84405,0.88125,0.8611,0,0,0.96466,-0.00734,0.5
fulltext,3,99,99,53,0.86939,0.82397,0.82001,0,0,0.99467,0.02267,0.5
fulltext,3,100,100,53,0.84809,1.0,1.0,0,0,0.96972,-0.00228,0.5
