representation,k,rep,sampling_seed,n_sampled,js_similarity,ari,nmi,thin_topics_lt5,zero_topics,normalized_entropy,entropy_delta,wall_seconds
fulltext,4,63,63,53,0.87593,1.0,1.0,0,0,0.94953,-7e-05,0.5
fulltext,4,64,64,53,0.86973,0.89194,0.91479,0,0,0.96742,0.01782,0.5
fulltext,4,65,65,53,0.77184,0.86683,0.84916,0,0,0.93541,-0.01418,0.5
fulltext,4,66,66,53,0.80993,0.72324,0.75161,0,0,0.96023,0.01063,0.5
fulltext,4,67,67,53,0.82597,0.76389,0.73641,0,0,0.94654,-0.00306,0.5
fulltext,4,68,68,53,0.84051,0.78203,0.77531,0,0,0.97801,0.02842,0.5
fulltext,4,69,69,53,0.86599,0.89428,0.89345,0,0,0.9455,-0.0041,0.5
fulltext,4,70,70,53,0.81182,0.84222,0.82281,0,0,0.91703,-0.03256,0.5
fulltext,4,71,71,53,0.804,0.89812,0.89807,0,0,0.97074,0.02114,0.5
fulltext,4,72,72,53,0.77729,0.67774,0.66765,0,0,0.98317,0.03358,0.5
fulltext,4,73,73,53,0.83129,0.8348,0.86291,0,0,0.97276,0.02316,0.5
fulltext,4,74,74,53,0.84731,0.94048,0.94646,0,0,0.96241,0.01282,0.5
fulltext,4,75,75,53,0.80314,0.7279,0.69643,0,0,0.92124,-0.02836,0.5
fulltext,4,76,76,53,0.8281,0.90698,0.89914,0,0,0.95568,0.00608,0.5
fulltext,4,77,77,53,0.82227,0.76142,0.78169,0,0,0.94595,-0.00365,0.5
fulltext,4,78,78,53,0.80968,0.72486,0.74161,0,0,0.95844,0.00884,0.5
fulltext,4,79,79,53,0.74225,0.61644,0.60963,0,0,0.95568,0.00608,0.5
fulltext,4,80,80,53,0.79343,0.85419,0.84373,0,0,0.93876,-0.01083,0.5
fulltext,4,81,81,53,0.76349,0.70553,0.72194,0,0,0.95844,0.00884,0.5
fulltext,4,82,82,53,0.74451,0.75841,0.71546,0,0,0.91232,-0.03728,0.5
fulltext,4,83,83,53,0.73495,0.74693,0.72407,0,0,0.96426,0.01467,0.5
fulltext,4,84,84,53,0.85797,0.87242,0.89444,0,0,0.95125,0.00165,0.5
fulltext,4,85,85,53,0.79186,0.80957,0.8114,0,0,0.92757,-0.02202,0.5
fulltext,4,86,86,53,0.84988,0.89736,0.89354,0,0,0.93243,-0.01717,0.5
fulltext,4,87,87,53,0.75736,0.72889,0.73922,0,0,0.9455,-0.0041,0.5
fulltext,4,88,88,53,0.82651,0.82167,0.7899,0,0,0.94654,-0.00306,0.5
fulltext,4,89,89,53,0.80206,0.89255,0.89534,0,0,0.93876,-0.01083,0.5
fulltext,4,90,90,53,0.71701,0.72363,0.72872,0,0,0.94654,-0.00306,0.5
fulltext,4,91,91,53,0.80157,0.77254,0.72935,0,0,0.89942,-0.05018,0.5
fulltext,4,92,92,53,0.80624,0.90075,0.898,0,0,0.94953,-7e-05,0.5
fulltext,4,93,93,53,0.7738,0.80814,0.78161,0,0,0.94654,-0.00306,0.5
fulltext,4,94,94,53,0.85021,0.80721,0.81579,0,0,0.95584,0.00624,0.5
fulltext,4,95,95,53,0.75162,0.77161,0.73868,0,0,0.95125,0.00165,0.5
fulltext,4,96,96,53,0.86075,0.94099,0.94607,0,0,0.94872,-0.00088,0.5
fulltext,4,97,97,53,0.78972,0.79071,0.77042,0,0,0.95441,0.00481,0.5
fulltext,4,98,98,53,0.81668,0.67629,0.74103,0,0,0.97239,0.02279,0.5
fulltext,4,99,99,53,0.86213,0.92756,0.90386,0,0,0.94716,-0.00244,0.5
fulltext,4,100,100,53,0.83238,0.82641,0.85547,0,0,0.94169,-0.00791,0.5
