representation,k,rep,sampling_seed,n_sampled,js_similarity,ari,nmi,thin_topics_lt5,zero_topics,normalized_entropy,entropy_delta,wall_seconds
fulltext,4,1,1,53,0.78754,0.75865,0.71124,0,0,0.9598,0.0102,2.6
fulltext,4,2,2,53,0.84155,0.66745,0.6776,0,0,0.92644,-0.02316,2.4
fulltext,4,3,3,53,0.79842,0.67648,0.67395,0,0,0.95723,0.00764,2.8
fulltext,4,4,4,53,0.853,0.95131,0.94968,0,0,0.94654,-0.00306,2.3
fulltext,4,5,5,53,0.8466,0.90831,0.8985,0,0,0.93024,-0.01935,2.3
fulltext,4,6,6,53,0.82824,0.74477,0.76869,0,0,0.96046,0.01087,2.5
fulltext,4,7,7,53,0.79355,0.72475,0.71398,0,0,0.93561,-0.01399,0.5
fulltext,4,8,8,53,0.84279,0.9568,0.95221,0,0,0.96543,0.01583,0.5
fulltext,4,9,9,53,0.81641,0.75935,0.74995,0,0,0.96653,0.01694,0.5
fulltext,4,10,10,53,0.78314,0.7504,0.74791,0,0,0.98259,0.033,0.5
fulltext,4,11,11,53,0.83773,0.94187,0.94589,0,0,0.9402,-0.0094,1.6
fulltext,4,12,12,53,0.75781,0.71393,0.72734,0,0,0.96426,0.01467,2.4
fulltext,4,13,13,53,0.81321,0.7326,0.74637,0,0,0.94816,-0.00144,2.3
fulltext,4,14,14,53,0.80732,0.69295,0.70189,0,0,0.98533,0.03573,2.4
fulltext,4,15,15,53,0.81891,0.88953,0.89349,0,0,0.95125,0.00165,2.7
fulltext,4,16,16,53,0.81972,0.75536,0.7928,0,0,0.96747,0.01788,2.5
fulltext,4,17,17,53,0.85664,0.94156,0.94716,0,0,0.96847,0.01887,2.7
fulltext,4,18,18,53,0.86402,0.94298,0.94611,0,0,0.94348,-0.00612,2.3
fulltext,4,19,19,53,0.82681,0.81061,0.80889,0,0,0.95264,0.00304,2.4
fulltext,4,20,20,53,0.78095,0.67735,0.71346,0,0,0.96052,0.01092,2.2
fulltext,4,21,21,53,0.76203,0.77101,0.75758,0,0,0.94479,-0.00481,2.4
fulltext,4,22,22,53,0.79667,0.77034,0.76735,0,0,0.9455,-0.0041,2.1
fulltext,4,23,23,53,0.84451,0.94999,0.94788,0,0,0.94953,-7e-05,2.3
fulltext,4,24,24,53,0.78911,0.63547,0.6542,0,0,0.97801,0.02842,2.5
fulltext,4,25,25,53,0.8103,0.51342,0.54437,0,0,0.97074,0.02114,2.5
fulltext,4,26,26,53,0.85713,0.90732,0.91745,0,0,0.94822,-0.00137,2.3
fulltext,4,27,27,53,0.80483,0.75331,0.77087,0,0,0.9598,0.0102,2.3
fulltext,4,28,28,53,0.80398,0.82892,0.82004,0,0,0.94,-0.0096,2.1
fulltext,4,29,29,53,0.81152,0.79839,0.81356,0,0,0.96023,0.01063,2.7
fulltext,4,30,30,53,0.77405,0.85777,0.81308,0,0,0.92149,-0.02811,2.3
fulltext,4,31,31,53,0.82445,0.78751,0.81184,0,0,0.96731,0.01772,2.4
fulltext,4,32,32,53,0.77026,0.67108,0.67693,0,0,0.96426,0.01467,0.8
fulltext,4,33,33,53,0.87144,0.89207,0.91184,0,0,0.94348,-0.00612,0.4
fulltext,4,34,34,53,0.79386,0.59555,0.62805,0,0,0.97632,0.02673,0.4
fulltext,4,35,35,53,0.80033,0.76622,0.76483,0,0,0.93729,-0.0123,0.4
fulltext,4,36,36,53,0.80617,0.79107,0.81594,0,0,0.97486,0.02526,0.5
fulltext,4,37,37,53,0.84422,0.88547,0.87498,0,0,0.94595,-0.00365,0.4
fulltext,4,38,38,53,0.84533,0.81655,0.84265,0,0,0.93843,-0.01117,0.5
fulltext,4,39,39,53,0.85771,0.79538,0.83814,0,0,0.95382,0.00422,0.4
fulltext,4,40,40,53,0.79368,0.64998,0.67057,0,0,0.96311,0.01351,0.4
fulltext,4,41,41,53,0.74148,0.6796,0.68166,0,0,0.96023,0.01063,0.4
fulltext,4,42,42,53,0.85829,0.94047,0.94574,0,0,0.95382,0.00422,0.4
fulltext,4,43,43,53,0.73268,0.65002,0.63916,0,0,0.94536,-0.00423,0.4
fulltext,4,44,44,53,0.76873,0.74081,0.72352,0,0,0.95735,0.00775,0.4
fulltext,4,45,45,53,0.73914,0.73303,0.71342,0,0,0.92757,-0.02202,0.4
fulltext,4,46,46,53,0.83552,0.88673,0.89633,0,0,0.93678,-0.01282,0.4
fulltext,4,47,47,53,0.82482,0.9287,0.90298,0,0,0.9409,-0.0087,0.5
fulltext,4,48,48,53,0.83559,0.81496,0.82411,0,0,0.96023,0.01063,0.5
fulltext,4,49,49,53,0.74932,0.66048,0.63802,0,0,0.94,-0.0096,0.4
fulltext,4,50,50,53,0.82401,0.83791,0.82328,0,0,0.94872,-0.00088,0.5
fulltext,4,51,51,53,0.78344,0.77264,0.75178,0,0,0.9322,-0.0174,0.5
fulltext,4,52,52,53,0.85412,1.0,1.0,0,0,0.92585,-0.02375,0.5
fulltext,4,53,53,53,0.84451,0.78829,0.79503,0,0,0.9679,0.0183,0.5
fulltext,4,54,54,53,0.82889,0.76153,0.7863,0,0,0.97027,0.02067,0.5
fulltext,4,55,55,53,0.82847,0.78472,0.79249,0,0,0.92555,-0.02404,0.4
fulltext,4,56,56,53,0.86864,0.90093,0.90129,0,0,0.98533,0.03573,0.5
fulltext,4,57,57,53,0.7247,0.71745,0.6762,0,0,0.95568,0.00608,0.5
fulltext,4,58,58,53,0.82533,0.89515,0.89499,0,0,0.94654,-0.00306,0.4
fulltext,4,59,59,53,0.80465,0.76424,0.74816,0,0,0.91173,-0.03787,0.4
fulltext,4,60,60,53,0.78072,0.63484,0.61155,0,0,0.96742,0.01782,0.5
fulltext,4,61,61,53,0.78526,0.8743,0.86282,0,0,0.9322,-0.0174,0.4
fulltext,4,62,62,53,0.76145,0.78741,0.77211,0,0,0.91749,-0.0321,0.5
