representation,k,rep,sampling_seed,n_sampled,js_similarity,ari,nmi,thin_topics_lt5,zero_topics,normalized_entropy,entropy_delta,wall_seconds
metadata,4,54,54,53,0.86374,0.90666,0.90269,0,0,0.98057,-0.00514,0.2
metadata,4,55,55,53,0.80888,0.63622,0.68621,0,0,0.99339,0.00769,0.2
metadata,4,56,56,53,0.83126,0.87216,0.87495,0,0,0.97801,-0.0077,0.2
metadata,4,57,57,53,0.77895,0.78179,0.77535,0,0,0.9505,-0.0352,0.2
metadata,4,58,58,53,0.81799,0.82217,0.82619,0,0,0.98633,0.00062,0.2
metadata,4,59,59,53,0.8406,0.86081,0.85405,0,0,0.98404,-0.00167,0.2
metadata,4,60,60,53,0.79832,0.78135,0.7804,0,0,0.98057,-0.00514,0.2
metadata,4,61,61,53,0.75729,0.74723,0.73875,0,0,0.9787,-0.00701,0.2
metadata,4,62,62,53,0.77554,0.75094,0.78003,0,0,0.93163,-0.05407,0.2
metadata,4,63,63,53,0.8504,0.90756,0.92009,0,0,0.97486,-0.01085,0.2
metadata,4,64,64,53,0.8037,0.86509,0.85744,0,0,0.99249,0.00678,0.2
metadata,4,65,65,53,0.818,0.81323,0.82499,0,0,0.98633,0.00062,0.2
metadata,4,66,66,53,0.82601,0.81754,0.80802,0,0,0.98975,0.00405,0.2
metadata,4,67,67,53,0.823,0.8729,0.87498,0,0,0.97074,-0.01497,0.2
metadata,4,68,68,53,0.78891,0.66246,0.67904,0,0,0.99011,0.0044,0.2
metadata,4,69,69,53,0.76333,0.71163,0.71511,0,0,0.9828,-0.00291,0.2
metadata,4,70,70,53,0.81504,0.80756,0.80036,0,0,0.95844,-0.02727,0.2
metadata,4,71,71,53,0.84158,0.8952,0.89982,0,0,0.97532,-0.01039,0.2
metadata,4,72,72,53,0.78095,0.80428,0.83522,0,0,0.94244,-0.04326,0.2
metadata,4,73,73,53,0.8521,0.9076,0.90366,0,0,0.98435,-0.00136,0.2
metadata,4,74,74,53,0.78934,0.77346,0.77904,0,0,0.99011,0.0044,0.2
metadata,4,75,75,53,0.7976,0.79335,0.78239,0,0,0.98517,-0.00054,0.2
metadata,4,76,76,53,0.77269,0.65508,0.65796,0,0,0.99353,0.00783,0.2
metadata,4,77,77,53,0.86529,1.0,1.0,0,0,0.9828,-0.00291,0.2
metadata,4,78,78,53,0.82152,0.81784,0.8267,0,0,0.99249,0.00678,0.2
metadata,4,79,79,53,0.76914,0.66303,0.6996,0,0,0.97801,-0.0077,0.2
metadata,4,80,80,53,0.84048,0.9146,0.90471,0,0,0.98061,-0.00509,0.2
metadata,4,81,81,53,0.8015,0.7822,0.80102,0,0,0.99199,0.00628,0.2
metadata,4,82,82,53,0.75483,0.78255,0.74926,0,0,0.96023,-0.02548,0.2
metadata,4,83,83,53,0.81053,1.0,1.0,0,0,0.98517,-0.00054,0.2
metadata,4,84,84,53,0.80419,0.8176,0.83976,0,0,0.95194,-0.03377,0.2
metadata,4,85,85,53,0.79151,0.73944,0.757,0,0,0.98757,0.00186,0.2
metadata,4,86,86,53,0.85473,0.95763,0.95213,0,0,0.9787,-0.00701,0.2
metadata,4,87,87,53,0.79031,0.72433,0.71767,0,0,0.97801,-0.0077,0.2
metadata,4,88,88,53,0.82399,0.83277,0.82875,0,0,0.98517,-0.00054,0.2
metadata,4,89,89,53,0.82853,0.83824,0.86593,0,0,0.9729,-0.01281,0.2
metadata,4,90,90,53,0.74034,0.71313,0.73965,0,0,0.95382,-0.03189,0.2
metadata,4,91,91,53,0.82082,0.84312,0.80881,0,0,0.9624,-0.02331,0.2
metadata,4,92,92,53,0.82917,0.90761,0.904,0,0,0.98259,-0.00311,0.2
metadata,4,93,93,53,0.85342,0.90347,0.90267,0,0,0.98809,0.00238,0.2
metadata,4,94,94,53,0.81168,0.89313,0.87957,0,0,0.96023,-0.02548,0.2
metadata,4,95,95,53,0.79208,0.73811,0.71358,0,0,0.96731,-0.0184,0.2
metadata,4,96,96,53,0.81153,0.80923,0.80239,0,0,0.96742,-0.01829,0.2
metadata,4,97,97,53,0.81425,0.69653,0.70477,0,0,0.99249,0.00678,0.2
metadata,4,98,98,53,0.80901,0.80821,0.81142,0,0,0.96667,-0.01903,0.2
metadata,4,99,99,53,0.7728,0.63703,0.6704,0,0,0.98933,0.00362,0.2
metadata,4,100,100,53,0.85531,0.89994,0.90165,0,0,0.98975,0.00405,0.2
