seed,mean_structural_similarity
0,0.7418680721721105
6,0.7365940114553068
14,0.736116953982204
3,0.7351287308636298
11,0.728468183223255
4,0.7240327558312187
5,0.7218530003876882
8,0.7154202816662659
15,0.7113546000212952
16,0.710982785571412
2,0.7085102339680251
12,0.705044679496728
7,0.7043061996424459
18,0.7032672221354829
13,0.70176268519918
17,0.6998567042050698
10,0.6937138326934535
19,0.6908994564859485
9,0.6904436786277075
1,0.640689778089874
