no_below,no_above,k,vocab_size,total_tokens,mean_tokens_per_doc,median_tokens_per_doc,min_tokens_per_doc,max_tokens_per_doc,n_empty_docs,mean_c_v,mean_c_npmi,stability_js_similarity,mean_topic_diversity,mean_topic_redundancy_jaccard,mean_thin_topic_count_lt3,mean_zero_dominance_topic_count
4,0.7,15,535,9771,148.04545454545453,85.5,31,2444,0,0.3821349961993597,-0.12323055452246408,0.5633835638635601,0.5133333333333333,0.09434691392066111,6.8,2.0
4,0.75,5,537,10244,155.21212121212122,89.0,31,2565,0,0.4519958295080572,-0.04093251986524882,0.6514167432232647,0.6439999999999999,0.17781037658097482,0.4,0.0
4,0.75,10,537,10244,155.21212121212122,89.0,31,2565,0,0.4265069859802927,-0.06562070629850861,0.5619466047096922,0.525,0.1649054364408686,4.0,0.8
4,0.75,15,537,10244,155.21212121212122,89.0,31,2565,0,0.3991347064954708,-0.08675725489447787,0.5297296546927114,0.49399999999999994,0.12260487874218855,8.2,1.2
4,0.8,5,540,10810,163.78787878787878,96.5,35,2715,0,0.4685673555535933,-0.022014018053880126,0.6491299414072448,0.604,0.21752182292070094,0.2,0.0
4,0.8,10,540,10810,163.78787878787878,96.5,35,2715,0,0.43390620344000697,-0.05572833902210439,0.5332046842559163,0.509,0.18508260623581582,2.0,0.0
4,0.8,15,540,10810,163.78787878787878,96.5,35,2715,0,0.429866466465709,-0.07106573407799321,0.5214436683447282,0.47000000000000003,0.15026237044565466,6.0,1.2
4,0.85,5,540,10810,163.78787878787878,96.5,35,2715,0,0.4685673555535933,-0.022014018053880126,0.6491299414072448,0.604,0.21752182292070094,0.2,0.0
4,0.85,10,540,10810,163.78787878787878,96.5,35,2715,0,0.43390620344000697,-0.05572833902210439,0.5332046842559163,0.509,0.18508260623581582,2.0,0.0
4,0.85,15,540,10810,163.78787878787878,96.5,35,2715,0,0.429866466465709,-0.07106573407799321,0.5214436683447282,0.47000000000000003,0.15026237044565466,6.0,1.2
4,0.9,5,540,10810,163.78787878787878,96.5,35,2715,0,0.4685673555535933,-0.022014018053880126,0.6491299414072448,0.604,0.21752182292070094,0.2,0.0
4,0.9,10,540,10810,163.78787878787878,96.5,35,2715,0,0.43390620344000697,-0.05572833902210439,0.5332046842559163,0.509,0.18508260623581582,2.0,0.0
4,0.9,15,540,10810,163.78787878787878,96.5,35,2715,0,0.429866466465709,-0.07106573407799321,0.5214436683447282,0.47000000000000003,0.15026237044565466,6.0,1.2
4,0.95,5,541,11454,173.54545454545453,103.0,37,2901,0,0.4598360321458874,-0.02813537148360231,0.6412110565676095,0.598,0.2161749269662431,0.6,0.0
4,0.95,10,541,11454,173.54545454545453,103.0,37,2901,0,0.4298759448886341,-0.04984916195960349,0.5536728250954099,0.52,0.17620406872541167,3.0,0.8
4,0.95,15,541,11454,173.54545454545453,103.0,37,2901,0,0.42009615068836814,-0.0809719690682779,0.5589793186263373,0.4846666666666667,0.13782231832301914,7.8,2.0
4,1.0,5,541,11454,173.54545454545453,103.0,37,2901,0,0.4598360321458874,-0.02813537148360231,0.6412110565676095,0.598,0.2161749269662431,0.6,0.0
4,1.0,10,541,11454,173.54545454545453,103.0,37,2901,0,0.4298759448886341,-0.04984916195960349,0.5536728250954099,0.52,0.17620406872541167,3.0,0.8
