seed,mean_structural_similarity
14,0.689502155096935
1,0.6867447017921433
8,0.6845081152400297
6,0.683326773107279
12,0.6803198080285582
3,0.6779666009072141
4,0.6754315135297206
5,0.6747590058712918
0,0.6742751220310506
16,0.668657750438531
7,0.6613326291350275
2,0.6612586443838123
9,0.6606153657478641
19,0.6558415618958897
11,0.6555191806475675
17,0.6547881250824125
13,0.6484952962551129
18,0.6188537347998544
15,0.6100526281510719
10,0.5986996982711711
