rep,seed,n_sampled,sampled_study_ids,topic_similarity_js,ari,nmi
72,72,53,S71;S66;S65;S01;S02;S05;S06;S07;S08;S09;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S24;S25;S61;S26;S27;S29;S30;S31;S32;S34;S35;S36;S38;S40;S41;S43;S42;S44;S45;S62;S47;S48;S50;S51;S64;S52;S55;S57;S58;S59;S60,0.567899854720676,0.10503160601248226,0.19137980539120686
73,73,53,S71;S66;S70;S65;S01;S02;S03;S05;S06;S08;S09;S10;S11;S13;S14;S16;S17;S20;S22;S23;S24;S25;S61;S26;S27;S28;S29;S30;S31;S32;S33;S34;S38;S40;S41;S43;S44;S45;S46;S62;S63;S47;S48;S49;S51;S64;S52;S54;S55;S56;S57;S58;S60,0.6140619522226437,0.03483807541326367,0.13786387996428257
74,74,53,S71;S66;S70;S65;S02;S03;S05;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S24;S25;S61;S26;S27;S28;S29;S30;S31;S34;S36;S38;S40;S43;S42;S45;S46;S62;S63;S47;S49;S50;S51;S64;S54;S55;S56;S57;S59;S60,0.6001144157500934,0.03150409383233702,0.14880968419229182
75,75,53,S71;S66;S70;S01;S02;S03;S06;S07;S08;S10;S12;S13;S14;S15;S16;S17;S18;S20;S21;S22;S24;S61;S26;S27;S28;S29;S30;S31;S34;S35;S39;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S50;S51;S64;S52;S53;S54;S55;S57;S58;S59;S60,0.5839836314837301,0.08764874626952034,0.17848981967890862
76,76,53,S71;S66;S70;S65;S01;S02;S05;S07;S10;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S28;S29;S31;S32;S34;S35;S36;S40;S41;S43;S42;S45;S46;S62;S63;S47;S49;S50;S51;S64;S52;S53;S54;S55;S56;S57;S59;S60,0.48469614213787393,0.0177836016473231,0.06582425221093581
77,77,53,S71;S66;S70;S65;S02;S03;S05;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S22;S23;S24;S25;S61;S26;S27;S28;S29;S30;S32;S34;S35;S36;S38;S39;S40;S43;S42;S45;S62;S48;S49;S64;S52;S54;S55;S56;S57;S58;S59;S60,0.6523984763514916,0.17761564508391062,0.2631754072984511
78,78,53,S71;S66;S70;S65;S01;S02;S03;S05;S06;S07;S09;S10;S11;S12;S13;S14;S17;S18;S19;S20;S21;S22;S23;S24;S25;S27;S29;S31;S33;S35;S36;S39;S40;S41;S43;S42;S44;S45;S46;S62;S48;S49;S50;S51;S64;S52;S53;S54;S56;S57;S58;S59;S60,0.49469971254888395,0.18809891217017585,0.29205803528009905
79,79,53,S66;S70;S65;S01;S02;S03;S05;S06;S07;S08;S09;S10;S12;S13;S14;S16;S17;S18;S19;S20;S21;S22;S23;S24;S61;S26;S27;S28;S29;S30;S32;S33;S35;S36;S38;S40;S41;S43;S42;S44;S45;S46;S63;S47;S48;S51;S64;S52;S53;S55;S56;S58;S59,0.5842728360401238,0.23539698019302552,0.2763328424357349
80,80,53,S71;S66;S65;S01;S02;S06;S07;S08;S09;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S25;S61;S27;S29;S30;S31;S32;S33;S34;S36;S39;S41;S43;S42;S45;S46;S63;S47;S48;S49;S50;S51;S64;S52;S53;S54;S56;S57;S58;S59;S60,0.6396436949203106,0.10782155811141768,0.19467466645922402
81,81,53,S71;S66;S70;S65;S01;S05;S06;S07;S08;S09;S11;S12;S15;S16;S17;S18;S19;S20;S22;S24;S61;S26;S27;S28;S29;S30;S31;S32;S33;S35;S36;S39;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S49;S50;S51;S53;S54;S55;S57;S58;S59;S60,0.6361588424605613,0.18166421873510774,0.2881499624426942
82,82,53,S71;S66;S70;S02;S03;S05;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S24;S25;S61;S26;S27;S28;S30;S31;S32;S34;S35;S36;S38;S39;S40;S41;S43;S42;S45;S46;S62;S63;S47;S48;S51;S52;S53;S54;S55;S57;S58;S59,0.6468278935338444,0.16642139482158697,0.21779763665853755
83,83,53,S71;S66;S70;S65;S01;S02;S05;S06;S07;S08;S09;S10;S11;S12;S14;S15;S16;S17;S18;S20;S21;S22;S23;S24;S25;S61;S26;S27;S28;S29;S31;S32;S35;S38;S39;S40;S41;S43;S44;S45;S46;S48;S49;S50;S51;S64;S52;S53;S54;S55;S56;S58;S60,0.6266835849842443,0.22999662131031728,0.3190452765807881
84,84,53,S71;S70;S65;S01;S03;S05;S06;S07;S10;S11;S12;S14;S15;S16;S17;S18;S19;S21;S22;S23;S24;S25;S61;S26;S27;S28;S29;S30;S31;S32;S33;S35;S38;S39;S40;S43;S42;S44;S45;S46;S62;S47;S48;S49;S50;S51;S64;S53;S56;S57;S58;S59;S60,0.44468761122584843,0.09863764861559436,0.15558036526134353
85,85,53,S71;S66;S65;S01;S02;S05;S09;S10;S11;S12;S14;S15;S16;S18;S20;S22;S23;S24;S25;S61;S26;S27;S30;S31;S32;S33;S34;S35;S36;S38;S39;S40;S41;S43;S42;S44;S45;S46;S62;S47;S48;S49;S50;S51;S64;S52;S53;S54;S55;S56;S57;S58;S59,0.4881408050080051,0.09771509283962941,0.1681573258653981
86,86,53,S71;S66;S65;S01;S02;S03;S06;S08;S09;S10;S11;S13;S16;S17;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S33;S34;S35;S36;S38;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S49;S51;S52;S53;S54;S55;S57;S58;S59;S60,0.6061427255778902,0.11927254396139987,0.2611776362555378
87,87,53,S71;S66;S65;S01;S02;S03;S05;S07;S08;S09;S10;S11;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S24;S25;S61;S26;S27;S28;S29;S31;S32;S33;S34;S36;S38;S39;S40;S43;S42;S44;S46;S62;S63;S47;S48;S64;S52;S53;S55;S56;S57;S59;S60,0.5753838692609967,0.3490161904325093,0.41880850549271004
88,88,53,S71;S65;S02;S03;S05;S06;S07;S08;S09;S10;S12;S13;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S27;S28;S30;S33;S35;S36;S38;S39;S40;S41;S43;S44;S46;S62;S63;S47;S48;S49;S50;S51;S64;S52;S54;S55;S56;S57;S59;S60,0.6109439582227689,0.28705583756345177,0.3561564758968133
89,89,53,S71;S70;S65;S01;S02;S05;S06;S07;S08;S09;S11;S12;S14;S15;S17;S18;S19;S20;S21;S23;S24;S25;S61;S26;S27;S29;S30;S32;S33;S34;S36;S39;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S50;S64;S52;S54;S55;S56;S57;S58;S59;S60,0.6179740565429924,0.18872285690068702,0.26494373283768474
90,90,53,S71;S66;S70;S65;S01;S02;S03;S05;S06;S07;S09;S10;S11;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S61;S26;S27;S28;S30;S31;S32;S33;S34;S35;S38;S39;S40;S41;S43;S42;S44;S45;S63;S47;S48;S51;S64;S53;S54;S55;S56;S57;S58;S59,0.5036506145132555,0.041473618143225324,0.1415345167530234
91,91,53,S66;S70;S02;S03;S06;S08;S09;S10;S11;S13;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S27;S28;S29;S30;S31;S32;S33;S34;S35;S38;S40;S41;S43;S42;S44;S45;S46;S62;S63;S48;S49;S50;S51;S64;S52;S53;S55;S56;S57;S59,0.5480804570005499,-0.00106630023369952,0.0946902192540886
92,92,53,S71;S66;S70;S65;S01;S02;S05;S06;S07;S08;S10;S13;S14;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S27;S28;S30;S31;S33;S34;S35;S36;S38;S39;S40;S41;S43;S42;S44;S45;S46;S62;S49;S51;S64;S52;S53;S54;S55;S57;S58;S59;S60,0.6178871764701576,0.055271304231817316,0.18020281582321898
93,93,53,S71;S66;S70;S65;S01;S02;S03;S05;S07;S08;S09;S10;S11;S12;S16;S17;S18;S19;S20;S21;S22;S23;S24;S27;S28;S29;S30;S32;S33;S34;S35;S36;S39;S40;S41;S43;S42;S46;S62;S63;S47;S48;S49;S50;S51;S64;S52;S53;S55;S57;S58;S59;S60,0.5924580724268951,0.17653125727783878,0.25075202312098693
94,94,53,S71;S66;S70;S01;S02;S05;S06;S08;S09;S11;S12;S13;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S32;S33;S35;S36;S38;S39;S40;S41;S43;S42;S45;S46;S62;S63;S48;S49;S50;S51;S53;S54;S55;S56;S57;S60,0.5541658379217572,-0.003361947971407122,0.05797435767975011
95,95,53,S71;S66;S70;S65;S02;S03;S06;S07;S08;S09;S10;S13;S14;S15;S17;S18;S19;S20;S21;S22;S23;S24;S61;S26;S27;S29;S30;S31;S32;S33;S34;S35;S36;S38;S39;S40;S41;S43;S44;S46;S62;S63;S47;S49;S50;S51;S64;S53;S54;S55;S58;S59;S60,0.6207181812145445,0.042127110838194655,0.1085676036517575
96,96,53,S71;S66;S70;S65;S01;S02;S03;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S16;S18;S19;S20;S23;S24;S25;S61;S27;S29;S30;S31;S33;S38;S39;S40;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S49;S50;S51;S64;S52;S53;S54;S55;S58;S59,0.6590967665165874,0.1301469506883718,0.20376033745837044
97,97,53,S66;S70;S65;S01;S03;S05;S06;S09;S10;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S61;S26;S27;S31;S32;S33;S35;S38;S41;S43;S42;S44;S45;S46;S62;S63;S47;S48;S49;S50;S51;S64;S53;S54;S55;S56;S57;S58;S59;S60,0.5248864072173811,0.290915714151066,0.3172388439292404
98,98,53,S71;S70;S65;S01;S02;S03;S08;S09;S10;S11;S13;S14;S15;S16;S17;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S32;S33;S34;S35;S36;S38;S39;S40;S41;S42;S44;S45;S62;S63;S47;S48;S49;S50;S52;S55;S56;S57;S58;S59;S60,0.5616626710488802,0.12935503004358254,0.22741265772354202
99,99,53,S71;S66;S70;S02;S03;S06;S07;S08;S09;S10;S11;S12;S13;S14;S15;S17;S18;S19;S21;S22;S23;S24;S61;S26;S27;S28;S29;S30;S31;S32;S34;S35;S36;S38;S39;S41;S43;S42;S44;S45;S46;S63;S47;S48;S49;S51;S64;S52;S53;S55;S56;S57;S59,0.5410843519053868,0.061543622947625144,0.22158781436208105
