seed,mean_structural_similarity
6,0.6522046378027162
19,0.6488406514377111
8,0.6399201281152687
12,0.6384159456089473
0,0.6358702361749241
4,0.6355065447225552
13,0.634892648350105
2,0.6344389588442193
1,0.6339315425038702
16,0.6316784135236052
5,0.6291999188138606
14,0.6269483641037302
3,0.6258755478385309
10,0.6244948600852591
11,0.6177706316901697
17,0.6092390694607852
7,0.6049659278898573
15,0.5841749610470007
18,0.5699831943520555
9,0.5681311547011463
