representation,k,rep,sampling_seed,n_sampled,js_similarity,ari,nmi,thin_topics_lt5,zero_topics,normalized_entropy,entropy_delta,wall_seconds
metadata,5,53,53,53,0.78123,0.73056,0.74402,0,0,0.97215,0.04353,0.2
metadata,5,54,54,53,0.7617,0.71871,0.72238,1,0,0.91195,-0.01666,0.2
metadata,5,55,55,53,0.82933,0.8866,0.88432,1,0,0.90119,-0.02742,0.2
metadata,5,56,56,53,0.82733,0.89082,0.87959,1,0,0.92022,-0.0084,0.2
metadata,5,57,57,53,0.82197,0.78942,0.79064,2,0,0.8728,-0.05582,0.2
metadata,5,58,58,53,0.74978,0.75268,0.7268,1,0,0.90761,-0.02101,0.2
metadata,5,59,59,53,0.75064,0.70284,0.7055,0,0,0.94709,0.01848,0.2
metadata,5,60,60,53,0.76914,0.6672,0.6913,1,0,0.93336,0.00474,0.2
metadata,5,61,61,53,0.71392,0.61764,0.67684,1,0,0.8641,-0.06452,0.2
metadata,5,62,62,53,0.80389,0.80119,0.79131,1,0,0.89962,-0.02899,0.2
metadata,5,63,63,53,0.68544,0.68845,0.68599,1,0,0.88677,-0.04184,0.2
metadata,5,64,64,53,0.86734,0.86329,0.87359,1,0,0.90674,-0.02187,0.2
metadata,5,65,65,53,0.74489,0.721,0.72094,0,0,0.9479,0.01929,0.2
metadata,5,66,66,53,0.84933,0.86168,0.87096,1,0,0.92544,-0.00318,0.2
metadata,5,67,67,53,0.70204,0.73976,0.71575,0,0,0.95438,0.02576,0.2
metadata,5,68,68,53,0.77488,0.65505,0.66887,1,0,0.90221,-0.0264,0.2
metadata,5,69,69,53,0.72649,0.61108,0.68779,1,0,0.91403,-0.01459,0.2
metadata,5,70,70,53,0.80202,0.75804,0.7748,1,0,0.93706,0.00844,0.2
metadata,5,71,71,53,0.72677,0.83057,0.81092,0,0,0.95516,0.02655,0.2
metadata,5,72,72,53,0.83246,0.82178,0.84125,1,0,0.89701,-0.03161,0.2
metadata,5,73,73,53,0.85835,0.85263,0.85787,0,0,0.9479,0.01929,0.2
metadata,5,74,74,53,0.80884,0.74153,0.80928,1,0,0.89815,-0.03046,0.2
metadata,5,75,75,53,0.76839,0.75059,0.75236,2,0,0.87812,-0.05049,0.2
metadata,5,76,76,53,0.76518,0.68074,0.71366,1,0,0.93164,0.00302,0.2
metadata,5,77,77,53,0.84072,0.80579,0.80064,0,0,0.93645,0.00783,0.2
metadata,5,78,78,53,0.67793,0.68111,0.69241,0,0,0.90051,-0.0281,0.2
metadata,5,79,79,53,0.8372,0.88512,0.87825,1,0,0.91977,-0.00885,0.2
metadata,5,80,80,53,0.71125,0.79637,0.76548,0,0,0.9215,-0.00712,0.2
metadata,5,81,81,53,0.84781,0.8655,0.87323,1,0,0.92918,0.00057,0.2
metadata,5,82,82,53,0.77516,0.73296,0.76392,2,0,0.8793,-0.04932,0.2
metadata,5,83,83,53,0.81435,0.86723,0.87444,1,0,0.93416,0.00555,0.2
metadata,5,84,84,53,0.76116,0.8638,0.81617,0,0,0.92583,-0.00278,0.2
metadata,5,85,85,53,0.77536,0.82129,0.80692,0,0,0.95102,0.0224,0.2
metadata,5,86,86,53,0.79564,0.72065,0.73681,1,0,0.93213,0.00352,0.2
metadata,5,87,87,53,0.82263,0.89352,0.90279,1,0,0.94443,0.01581,0.2
metadata,5,88,88,53,0.76929,0.62932,0.65589,1,0,0.85256,-0.07605,0.2
metadata,5,89,89,53,0.81747,0.79786,0.80034,0,0,0.95121,0.0226,0.2
metadata,5,90,90,53,0.69209,0.71229,0.7301,1,0,0.92317,-0.00545,0.2
metadata,5,91,91,53,0.81781,0.78681,0.79654,1,0,0.85693,-0.07168,0.2
metadata,5,92,92,53,0.73555,0.60493,0.63339,0,0,0.95155,0.02293,0.2
metadata,5,93,93,53,0.79311,0.78847,0.80059,1,0,0.93399,0.00538,0.2
metadata,5,94,94,53,0.83477,0.86399,0.85926,1,0,0.90467,-0.02395,0.2
metadata,5,95,95,53,0.83486,0.749,0.76298,1,0,0.93399,0.00538,0.2
metadata,5,96,96,53,0.79386,0.73355,0.74975,1,0,0.90119,-0.02742,0.2
metadata,5,97,97,53,0.84494,0.82393,0.80418,1,0,0.90828,-0.02034,0.2
metadata,5,98,98,53,0.79146,0.82779,0.80915,0,0,0.95004,0.02142,0.2
metadata,5,99,99,53,0.86476,0.87082,0.89156,1,0,0.91857,-0.01005,0.2
metadata,5,100,100,53,0.775,0.66858,0.69358,0,0,0.95202,0.02341,0.2
